Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
ic montecorvino pugliano,21,21,210,26,0.00,https://www.scuoladvisor.it/campania/montecorvino-pugliano/istituto-comprensivo,0,0,0.00,0,9300,"[8,16,10,16,13,10,20,16,24,30,16,13]",2026-03-04,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto comprensivo bellizzi,40,40,390,27,0.00,https://www.scuoladvisor.it/campania/bellizzi/istituto-comprensivo,0,0,0.00,0,9850,"[20,24,16,24,16,16,13,13,36,55,20,16]",2026-03-01,"Sitelinks, Video, Related searches",navigational,Organic
ic cordenons,49,49,260,26,0.00,https://www.scuoladvisor.it/scuole/3579,0,0,0.00,0,11100,"[7,16,13,11,8,5,11,7,8,37,20,20]",2026-02-22,"Local pack, Sitelinks, Image, Related searches",navigational,Organic
iiscurievittorini,9,9,140,28,0.00,https://www.scuoladvisor.it/scuole/25545/iis-curie-vittorini,0,0,0.00,0.33,2100,"[19,23,23,29,23,0,0,29,19,12,2,15]",2026-02-07,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
morando morandi,39,39,320,29,0.00,https://www.scuoladvisor.it/scuole/9625,0,0,0.00,0,142000,"[36,36,23,29,36,44,54,54,54,81,54,44]",2026-02-16,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches","commercial, navigational",Organic
moscati pontecagnano,29,29,70,28,0.00,https://www.scuoladvisor.it/scuole/16239,0,0,0.00,0.33,14800,"[11,64,41,41,41,41,41,23,52,64,64,11]",2026-02-10,"Local pack, Sitelinks, People also ask, Related searches, See results about","commercial, navigational",Organic
istituto pitagora misterbianco,24,24,70,31,0.00,https://www.scuoladvisor.it/scuole/25335/ic-pitagora,0,0,0.00,0.01,4550,"[7,26,42,26,19,26,34,34,26,53,26,26]",2026-02-10,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
istituto comprensivo pino torinese,32,32,140,25,0.00,https://www.scuoladvisor.it/piemonte/pino-torinese,0,0,0.00,0,52300,"[19,23,19,23,15,29,23,23,15,29,9,9]",2026-03-03,"Local pack, Sitelinks, Image, Related searches","commercial, navigational",Organic
liceo laura bassi bologna,66,66,1300,18,0.00,https://www.scuoladvisor.it/scuole/8694/liceo-laura-bassi,0,0,0.00,0,318000,"[27,36,27,27,20,20,44,27,20,100,36,36]",2026-02-21,"Knowledge panel, People also ask, Related searches",navigational,Organic
dante alighieri monza,14,14,140,14,1.55,https://www.scuoladvisor.it/scuole/25439/dante-alighieri,0,0,0.00,0.43,839000,"[28,35,66,66,35,53,35,35,17,28,23,23]",2026-02-07,"Knowledge panel, Image pack, Video, People also ask, Related searches","informational, transactional",Organic
itt giorgi brindisi,31,31,170,39,0.00,https://www.scuoladvisor.it/scuole/29688,0,0,0.00,0,10100,"[12,19,15,19,15,23,19,23,23,44,44,36]",2026-02-23,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
recensioni di ospedale pediatrico giovanni xxiii,46,46,70,16,0.00,https://www.scuoladvisor.it/scuole/20628,0,0,0.00,0.33,198000,"[100,78,78,78,14,100,64,35,50,14,14,14]",2026-02-16,"Knowledge panel, Image pack, Video, People also ask, Related searches, AI overview",commercial,Organic
recensioni di ospedale pediatrico giovanni xxiii,48,48,70,16,0.00,https://www.scuoladvisor.it/scuole/20628,0,0,0.00,0.33,198000,"[100,78,78,78,14,100,64,35,50,14,14,14]",2026-02-16,"Knowledge panel, Image pack, Video, People also ask, Related searches, AI overview",commercial,Organic
istituto tecnico industriale statale alessandro rossi,42,42,1000,15,0.00,https://www.scuoladvisor.it/scuole/35854,0,0,0.00,0.08,397000,"[84,25,52,68,20,68,20,84,16,68,52,52]",2026-02-24,"Knowledge panel, Video, Image, People also ask, Related searches",navigational,Organic
ipsar tortoli,27,27,170,32,0.00,https://www.scuoladvisor.it/scuole/46852,0,0,0.00,0,1920,"[15,15,12,12,10,10,19,12,19,36,36,23]",2026-02-23,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
vico umberto gagliardi,14,14,110,23,0.00,https://www.scuoladvisor.it/scuole/18650,0,0,0.00,0,76500,"[22,22,22,18,18,22,35,10,14,43,18,22]",2026-02-20,"Sitelinks, Video, Related searches",navigational,Organic
ic villadose,27,27,390,30,0.00,https://www.scuoladvisor.it/veneto/villadose,0,0,0.00,0.01,0,"[39,32,21,26,32,48,39,39,72,39,32,21]",2026-03-11,"Knowledge panel, Image pack, Sitelinks, Video, Related searches",navigational,Organic
blaise pascal reggio emilia,42,42,1000,34,1.13,https://www.scuoladvisor.it/scuole/10152,0,0,0.00,0,55100,"[24,30,30,16,20,20,55,44,24,65,44,55]",2026-02-25,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
istituto comprensivo buja,34,34,90,22,0.00,https://www.scuoladvisor.it/friuli-venezia-giulia/buja/scuola-primaria,0,0,0.00,0.03,350000,"[18,22,18,14,18,14,14,22,14,43,18,14]",2026-03-02,"Knowledge panel, Sitelinks, Image, People also ask",navigational,Organic
convitto per sordomuti roma,10,10,70,11,0.00,https://www.scuoladvisor.it/scuole/38262/convitto-per-sordomuti,0,0,0.00,0.03,10500,"[3,3,5,5,3,5,5,8,5,10,6,6]",2026-02-07,"Knowledge panel, Video, People also ask, Related searches",informational,Organic
istituto comprensivo cortemilia saliceto,25,25,260,29,0.00,https://www.scuoladvisor.it/scuole/29130/cortemilia-saliceto,0,0,0.00,0,2600,"[36,54,54,36,44,54,19,9,15,44,36,44]",2026-02-15,"Sitelinks, Video, Image, Related searches",navigational,Organic
iis da vinci nitti potenza,12,12,70,27,0.00,https://www.scuoladvisor.it/scuole/47696/iis-da-vinci-nitti-potenza,0,0,0.00,0.33,3850,"[29,52,52,23,17,29,29,29,11,64,11,82]",2026-02-07,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
istituto comprensivo statale di via brocchi,34,34,110,17,0.00,https://www.scuoladvisor.it/scuole/41551,0,0,0.00,0.08,3100,"[26,42,65,53,53,26,34,53,26,80,42,42]",2026-02-24,"Knowledge panel, Image, People also ask, Related searches",navigational,Organic
istituto comprensivo leffe,15,15,140,27,0.00,https://www.scuoladvisor.it/scuole/19893/leffe,0,0,0.00,0,86900,"[18,18,15,18,15,18,18,15,18,35,35,28]",2026-02-07,"Knowledge panel, Image pack, Sitelinks, Video, Related searches","informational, navigational",Organic
istituto comprensivo san bartolomeo in galdo,34,34,260,25,0.00,https://www.scuoladvisor.it/scuole/15335/infanzia-s-bartolomeo-ianziti,0,0,0.00,0,4520,"[30,24,20,13,10,13,10,3,8,16,16,20]",2026-02-20,"Local pack, Sitelinks, Related searches","commercial, navigational",Organic
iis marconi tortona,17,17,70,34,0.00,https://www.scuoladvisor.it/scuole/27082/guglielmo-marconi,0,0,0.00,0,6190,"[41,41,41,41,41,41,29,29,41,100,64,41]",2026-02-10,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
istituto comprensivo campo del moricino napoli,73,73,140,23,0.00,https://www.scuoladvisor.it/scuole/951,0,0,0.00,0,2330,"[42,42,53,65,53,42,42,34,34,42,65,65]",2026-02-25,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
alberghiero carignano,47,47,70,33,0.00,https://www.scuoladvisor.it/scuole/14793/norberto-bobbio,0,0,0.00,0,6620,"[26,26,26,19,11,19,7,7,7,65,53,42]",2026-02-14,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
istituto comprensivo santa venerina,38,38,320,23,0.00,https://www.scuoladvisor.it/sicilia/santa-venerina/istituto-comprensivo,0,0,0.00,0.04,0,"[26,26,32,32,39,21,21,21,72,48,39,21]",2026-03-11,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
ronchi cellamare,43,43,110,8,0.00,https://www.scuoladvisor.it/scuole/3081,0,0,0.00,0,25700,"[28,21,28,28,21,28,28,15,21,81,53,53]",2026-02-25,"Knowledge panel, Image, Related searches",navigational,Organic
ic pralboino,53,53,480,11,0.00,https://www.scuoladvisor.it/lombardia/pralboino/istituto-comprensivo,0,0,0.00,0,0,"[36,30,20,20,24,30,36,30,55,36,24,13]",2026-03-09,"Knowledge panel, Video, Image, Related searches",navigational,Organic
itet pg,68,68,110,23,0.00,https://www.scuoladvisor.it/scuole/23357,0,0,0.00,0,52400,"[66,66,66,52,52,52,33,23,23,80,80,66]",2026-02-22,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",navigational,Organic
ic telese terme,38,38,1900,23,0.00,https://www.scuoladvisor.it/campania/telese-terme/istituto-comprensivo,0,0,0.00,0,26800,"[36,54,43,54,36,65,36,5,10,54,65,81]",2026-02-28,"Sitelinks, Related searches",navigational,Organic
istituto zappa pitagora isili,29,29,110,21,0.00,https://www.scuoladvisor.it/scuole/14534/zappa-pitagora-isili,0,0,0.00,0,1410,"[43,34,34,28,15,15,28,21,21,81,81,34]",2026-02-10,"Sitelinks, Image, Related searches",navigational,Organic
istituto omnicomprensivo gissi,28,28,320,19,0.00,https://www.scuoladvisor.it/scuole/38932/istituto-omnicomprensivo-g-spataro,0,0,0.00,0,2530,"[13,20,20,20,20,20,20,5,6,24,36,30]",2026-02-10,"Sitelinks, Video, Related searches",navigational,Organic
ic via mar dei caraibi,33,33,140,29,0.00,https://www.scuoladvisor.it/scuole/30064/mar-dei-caraibi-stella-polare,0,0,0.00,0,14600,"[23,52,52,66,66,80,66,23,33,80,80,100]",2026-02-10,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",navigational,Organic
scuole jussi san lazzaro,37,37,90,8,0.00,https://www.scuoladvisor.it/scuole/33981/carlo-jussi-ic-n2,0,0,0.00,0,8200,"[17,23,23,28,17,10,35,12,17,28,28,28]",2026-02-07,"Knowledge panel, Image, People also ask, Related searches","informational, transactional",Organic
manara liceo,73,73,1600,24,1.21,https://www.scuoladvisor.it/scuole/49940/manara,0,0,0.00,0.02,228000,"[80,44,52,36,20,27,27,36,36,66,36,36]",2026-02-16,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
trillini osimo,58,58,320,8,0.00,https://www.scuoladvisor.it/marche/osimo/istituto-comprensivo,0,0,0.00,0,10400,"[29,36,29,36,29,29,36,15,15,44,44,44]",2026-02-19,"Knowledge panel, Video, Related searches",navigational,Organic
trillini osimo,60,60,320,8,0.00,https://www.scuoladvisor.it/marche/osimo/istituto-comprensivo,0,0,0.00,0,10400,"[29,36,29,36,29,29,36,15,15,44,44,44]",2026-02-19,"Knowledge panel, Video, Related searches",navigational,Organic
istituto comprensivo gandino,31,31,170,16,0.00,https://www.scuoladvisor.it/lombardia/gandino,0,0,0.00,0,25600,"[18,23,18,23,18,18,28,28,18,54,35,23]",2026-02-16,"Local pack, Sitelinks, People also ask, Related searches","commercial, navigational",Organic
cpia ventimiglia,15,15,70,18,0.00,https://www.scuoladvisor.it/scuole/35086/cpia-plesso-di-ventimiglia,0,0,0.00,0,2560,"[11,11,100,64,11,11,11,52,52,100,82,52]",2026-02-07,"Knowledge panel, Image pack, Video, People also ask, Related searches","informational, transactional",Organic
rosaria scardigno molfetta,23,23,70,15,0.00,https://www.scuoladvisor.it/scuole/37419,0,0,0.00,0,3340,"[21,21,15,15,15,21,15,15,34,53,28,21]",2026-02-19,"Sitelinks, Related searches, See results about",navigational,Organic
ic nunzio nasi trapani,7,7,70,25,0.00,https://www.scuoladvisor.it/scuole/15334/ic-nunzio-nasi-trapani,0,0,0.00,0,2450,"[17,10,17,17,17,17,12,12,17,53,17,17]",2026-02-06,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, Related searches",navigational,Organic
liceo statale edmondo de amicis,27,27,260,25,0.00,https://www.scuoladvisor.it/scuole/1367,0,0,0.00,0.07,69600,"[44,35,66,66,35,54,35,23,28,81,54,54]",2026-02-08,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
scuole felissent treviso,24,24,70,26,0.00,https://www.scuoladvisor.it/scuole/48867/ic-treviso-3-felissent,0,0,0.00,0.03,6600,"[19,19,34,26,7,7,7,53,7,42,65,80]",2026-02-27,"Local pack, Sitelinks, People also ask, Related searches",navigational,Organic
ic tartini padova,14,14,140,23,0.00,https://www.scuoladvisor.it/scuole/5810,0,0,0.00,0.01,5930,"[23,18,15,23,18,18,15,18,18,54,28,18]",2026-02-25,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
liceo gentileschi carrara,48,48,90,8,0.00,https://www.scuoladvisor.it/scuole/46638,0,0,0.00,0,8150,"[42,52,33,52,42,33,42,19,33,80,52,33]",2026-02-25,"Knowledge panel, Video, Image, Related searches","informational, navigational",Organic
lb alberti,85,85,110,36,0.00,https://www.scuoladvisor.it/scuole/2796,0,0,0.00,0,2500000,"[14,9,11,9,7,7,9,7,9,21,9,14]",2026-02-26,"Local pack, Image pack, Video, Image, People also ask, Related searches, See results about",commercial,Organic
scuole superiori a prato,76,76,260,35,0.00,https://www.scuoladvisor.it/toscana/prato/istituto-superiore,0,0,0.00,0.02,0,"[81,43,66,29,29,43,43,35,54,54,100,54]",2026-03-07,"Local pack, Video, Image, Related searches",commercial,Organic
istituto comprensivo calusco d'adda,41,41,70,25,0.00,https://www.scuoladvisor.it/scuole/1470/sms-l-da-vinci-calusco,0,0,0.00,0.33,4630,"[28,21,28,34,21,34,15,34,43,3,3,6]",2026-03-24,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
istituto ugo foscolo,60,60,260,,0.00,https://www.scuoladvisor.it/scuole/48401/ugo-foscolo,0,0,0.00,0.04,493000,"[28,44,23,28,35,44,100,35,15,66,44,35]",2026-02-09,"Local pack, Video, Image, Related searches",commercial,Organic
ic san pellegrino terme,31,31,140,26,0.00,https://www.scuoladvisor.it/lombardia/san-pellegrino-terme/istituto-comprensivo,0,0,0.00,0.03,0,"[15,19,15,9,15,23,23,23,44,23,23,15]",2026-03-13,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
via chiasso bernardesco,23,23,140,22,0.00,https://www.scuoladvisor.it/scuole/50228/san-cassiano-a-vico,0,0,0.00,0.05,3720,"[64,52,82,64,64,100,82,100,64,82,100,100]",2026-02-06,Image,informational,Organic
itis g marconi pontedera,55,55,880,18,0.00,https://www.scuoladvisor.it/scuole/2367/iti-g-marconi,0,0,0.00,0,6380,"[36,36,30,36,30,24,66,36,20,41,30,30]",2026-02-16,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
ic 1 martini,56,56,110,21,0.00,https://www.scuoladvisor.it/scuole/17537,0,0,0.00,0,6670000,"[42,33,52,42,42,42,66,52,66,100,66,80]",2026-02-11,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
ic villa guardia,67,67,720,9,0.00,https://www.scuoladvisor.it/lombardia/villa-guardia/istituto-comprensivo,0,0,0.00,0.03,0,"[24,20,24,16,13,24,13,13,44,24,24,16]",2026-03-10,"Knowledge panel, Related searches",navigational,Organic
icpiazzaforlanini,26,26,70,27,0.00,https://www.scuoladvisor.it/scuole/8367,0,0,0.00,0.33,2620,"[35,28,5,28,5,35,5,5,5,17,35,35]",2026-02-21,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
icpiazzaforlanini,29,29,70,27,0.00,https://www.scuoladvisor.it/scuole/8367,0,0,0.00,0.33,2620,"[35,28,5,28,5,35,5,5,5,17,35,35]",2026-02-21,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
istituto comprensivo 71 aganoor marconi,24,24,260,27,0.00,https://www.scuoladvisor.it/scuole/41810/na-ic-aganoor-marconi-71,0,0,0.00,0.06,1010,"[35,43,54,43,43,35,35,43,22,100,81,54]",2026-02-07,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
liceo scordia,47,47,110,25,0.00,https://www.scuoladvisor.it/scuole/20207,0,0,0.00,0,16400,"[34,42,34,42,34,42,42,42,34,100,65,53]",2026-02-22,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
stellini udine,58,58,590,24,0.00,https://www.scuoladvisor.it/scuole/7741,0,0,0.00,0,24300,"[20,24,16,20,16,20,20,30,36,54,30,24]",2026-03-05,"Knowledge panel, Video, Image, People also ask, Related searches",navigational,Organic
liceo calvino rozzano,22,22,90,33,0.00,https://www.scuoladvisor.it/scuole/3426,0,0,0.00,0.01,4740,"[21,21,34,21,15,21,34,21,21,43,34,21]",2026-02-23,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
vittorino da feltre reggio calabria,57,57,210,25,0.00,https://www.scuoladvisor.it/scuole/30544,0,0,0.00,0,11300,"[19,23,12,15,12,23,29,12,23,44,23,23]",2026-02-22,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
istituto comprensivo diano marina,62,62,170,9,0.00,https://www.scuoladvisor.it/liguria/diano-marina/scuola-primaria,0,0,0.00,0,0,"[18,15,18,28,18,23,23,23,44,54,28,23]",2026-03-14,"Knowledge panel, Related searches","informational, navigational",Organic
tivoli ii,88,88,170,37,0.00,https://www.scuoladvisor.it/scuole/20649/tivoli-ii-giordani,0,0,0.00,0,11400000,"[18,29,18,29,29,22,29,43,43,81,54,35]",2026-02-21,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
ic ercole patti trecastagni,23,23,90,22,0.00,https://www.scuoladvisor.it/scuole/3555,0,0,0.00,0,2050,"[4,4,4,22,29,14,14,10,22,54,18,10]",2026-02-15,"Local pack, Sitelinks, Video, Related searches","commercial, navigational",Organic
i.c. manoppello,31,31,210,27,0.00,https://www.scuoladvisor.it/scuole/15011,0,0,0.00,0,8450,"[32,5,0,0,0,0,0,0,0,88,72,72]",2026-02-11,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
iccastellabate,54,54,110,10,0.00,https://www.scuoladvisor.it/campania/castellabate/istituto-comprensivo,0,0,0.00,0,14300,"[3,1,25,2,2,1,3,4,7,8,7,5]",2026-02-28,"Knowledge panel, People also ask, Related searches",navigational,Organic
ic uditore setti carraro,22,22,170,34,0.00,https://www.scuoladvisor.it/scuole/36161/ic-uditore-setti-carraro-pa,0,0,0.00,0.04,1530,"[0,0,53,66,43,53,35,53,43,100,66,53]",2026-02-15,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
ic gorgo al monticano,26,26,320,34,0.00,https://www.scuoladvisor.it/scuole/681/albino-luciani-gorgo-cap,0,0,0.00,0,5380,"[13,16,13,13,13,13,16,16,20,62,24,24]",2026-02-23,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
istituto zumbini,26,26,70,26,0.00,https://www.scuoladvisor.it/scuole/46146/cosenza-i-zumbini,0,0,0.00,0.33,11400,"[100,78,78,78,100,100,21,14,14,14,14,14]",2026-02-10,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
cremona liceo scientifico milano,95,95,140,25,0.00,https://www.scuoladvisor.it/scuole/14773,0,0,0.00,0.01,355000,"[33,52,66,33,23,33,80,80,42,100,100,100]",2026-02-21,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
ic monteodorisio,52,52,390,26,0.00,https://www.scuoladvisor.it/scuole/9368,0,0,0.00,0,2760,"[36,30,36,30,24,36,13,4,6,24,30,36]",2026-02-21,"Knowledge panel, People also ask, Related searches",informational,Organic
gobetti liceo scientifico torino,74,74,140,15,0.00,https://www.scuoladvisor.it/scuole/25741,0,0,0.00,0.02,17100,"[22,22,22,22,14,18,29,22,22,54,43,29]",2026-02-12,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
liceo scientifico barletta,46,46,260,24,0.00,https://www.scuoladvisor.it/scuole/22877,0,0,0.00,0,242000,"[26,39,32,21,21,21,21,26,26,72,21,26]",2026-02-12,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
liceo scientifico barletta,47,47,260,24,0.00,https://www.scuoladvisor.it/scuole/22877,0,0,0.00,0,242000,"[26,39,32,21,21,21,21,26,26,72,21,26]",2026-02-12,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
bonfantini novara,58,58,880,32,0.00,https://www.scuoladvisor.it/scuole/4986,0,0,0.00,0,15200,"[13,34,24,24,20,24,20,11,11,65,55,34]",2026-02-15,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
valeriani imola,66,66,90,18,0.00,https://www.scuoladvisor.it/scuole/48595,0,0,0.00,0.01,30400,"[14,22,14,18,14,18,14,18,14,43,22,22]",2026-02-15,"Knowledge panel, Video, Image, Related searches","informational, navigational",Organic
i c karol wojtyla,79,79,90,25,0.00,https://www.scuoladvisor.it/scuole/18359/karol-wojtyla,0,0,0.00,0.02,36000,"[17,21,0,0,0,0,0,0,1,17,17,21]",2026-02-23,"Local pack, Video, Related searches",commercial,Organic
istituto comprensivo di attigliano,19,19,90,30,0.00,https://www.scuoladvisor.it/scuole/38574/ic-attigliano-guardea,0,0,0.00,0,7250,"[33,33,33,33,42,42,52,23,42,80,52,80]",2026-02-07,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
ics rombiolo,32,32,1000,5,0.00,https://www.scuoladvisor.it/scuole/22154,0,0,0.00,0,1160,"[36,36,27,44,36,27,20,8,13,44,36,27]",2026-02-21,Related searches,navigational,Organic
ic poggio mirteto,29,29,70,25,0.00,https://www.scuoladvisor.it/lazio/poggio-mirteto/istituto-comprensivo,0,0,0.00,0.02,0,"[14,14,14,10,10,14,18,18,29,18,14,14]",2026-03-12,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
istituto comprensivo piazza marconi vetralla,20,20,110,26,0.00,https://www.scuoladvisor.it/scuole/27388,0,0,0.00,0,4750,"[26,42,34,53,34,42,26,19,26,65,53,26]",2026-02-22,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
liceo scientifico guardiagrele,29,29,70,,0.00,https://www.scuoladvisor.it/scuole/18191/ioda-guardiagrele-della-porta,0,0,0.00,0,6220,"[64,41,29,29,29,52,64,29,41,64,52,41]",2026-02-10,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
istituto comprensivo caprino veronese,32,32,480,26,0.00,https://www.scuoladvisor.it/veneto/caprino-veronese/istituto-comprensivo,0,0,0.00,0,0,"[16,13,13,16,16,20,10,20,54,24,30,20]",2026-03-08,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
liceo amari mercuri,33,33,170,40,0.00,https://www.scuoladvisor.it/scuole/23719,0,0,0.00,0,4320,"[65,65,80,80,65,65,65,53,42,100,80,53]",2026-02-24,"Local pack, Sitelinks, Video, Related searches","commercial, navigational",Organic
liceo scientifico sandro pertini,45,45,390,43,0.00,https://www.scuoladvisor.it/scuole/15981,0,0,0.00,0.03,78100,"[20,30,24,24,16,20,24,20,10,100,30,45]",2026-02-19,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ceis03100v,26,26,90,8,0.00,https://www.scuoladvisor.it/scuole/37517,0,0,0.00,0,1200,"[10,22,14,54,10,10,18,18,22,29,22,10]",2026-02-10,"Image, People also ask, Related searches",informational,Organic
icverolengo,31,31,320,41,0.00,https://www.scuoladvisor.it/scuole/40388/ic-verolengo-rond-collodi,0,0,0.00,0,1860,"[23,29,29,36,36,54,29,2,5,54,81,54]",2026-02-13,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",navigational,Organic
colonna galatina,38,38,90,34,0.00,https://www.scuoladvisor.it/scuole/40528,0,0,0.00,0,347000,"[42,42,34,34,34,26,34,34,26,65,34,26]",2026-02-12,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto comprensivo arzachena 2,64,64,90,5,0.00,https://www.scuoladvisor.it/sardegna/arzachena/istituto-comprensivo,0,0,0.00,0,7080,"[26,53,19,19,15,19,19,19,26,100,42,19]",2026-03-02,"Knowledge panel, People also ask, Related searches",navigational,Organic
ic montegrappa bussero,23,23,70,25,0.00,https://www.scuoladvisor.it/scuole/44609,0,0,0.00,0,1060,"[0,35,100,100,64,100,78,35,64,28,21,21]",2026-02-11,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
ic castiglione di garfagnana,35,35,210,26,0.00,https://www.scuoladvisor.it/toscana/castiglione-di-garfagnana/scuola-primo-grado,0,0,0.00,0,0,"[14,14,21,21,17,14,14,14,48,17,17,14]",2026-03-13,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto marconi lussu,12,12,90,16,0.00,https://www.scuoladvisor.it/scuole/45277/iis-marconi-lussu-s-gavino-monreale,0,0,0.00,0,15900,"[18,11,18,11,15,8,18,8,11,28,11,11]",2026-02-07,"Sitelinks, Video, Image, Related searches",navigational,Organic
ic occhiobello,23,23,590,29,0.00,https://www.scuoladvisor.it/veneto/occhiobello/istituto-comprensivo,0,0,0.00,0,8890,"[30,36,30,24,30,30,45,20,45,100,45,36]",2026-03-06,"Sitelinks, Related searches",navigational,Organic
istituto comprensivo biandrate,24,24,170,27,0.00,https://www.scuoladvisor.it/piemonte/biandrate/istituto-comprensivo,0,0,0.00,0,7820,"[15,10,19,12,19,23,12,15,54,29,23,19]",2026-03-13,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
istituto comprensivo nunzio nasi trapani,10,10,70,25,0.00,https://www.scuoladvisor.it/scuole/15334/ic-nunzio-nasi-trapani,0,0,0.00,0,2550,"[17,10,17,17,17,17,12,12,17,53,17,23]",2026-02-07,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto comprensivo basiglio,39,39,720,27,0.00,https://www.scuoladvisor.it/lombardia/basiglio/istituto-comprensivo,0,0,0.00,0.06,6170,"[45,55,45,45,36,45,45,20,20,62,55,55]",2026-03-03,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
almerico da schio,30,30,1600,35,0.00,https://www.scuoladvisor.it/scuole/49247,0,0,0.00,0.01,21300,"[15,24,15,15,13,19,24,15,15,54,28,24]",2026-02-21,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ic nogara,17,17,590,29,0.00,https://www.scuoladvisor.it/veneto/nogara/istituto-comprensivo,0,0,0.00,0,37500,"[25,25,25,25,25,31,16,20,68,37,37,25]",2026-03-06,"Local pack, Sitelinks, Related searches",navigational,Organic
istituto comprensivo borgaro torinese,36,36,110,31,0.00,https://www.scuoladvisor.it/piemonte/borgaro-torinese/istituto-comprensivo,0,0,0.00,0,6460,"[26,42,34,34,26,34,42,53,34,100,34,19]",2026-02-27,"Local pack, Sitelinks, Image, Related searches",navigational,Organic
direzione didattica statale ragusa moleti,32,32,170,25,0.00,https://www.scuoladvisor.it/scuole/46467/ics-ragusa-moleti,0,0,0.00,0.1,724,"[42,53,65,53,34,34,34,53,65,80,100,100]",2026-02-08,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
direzione didattica statale ragusa moleti,41,41,170,25,0.00,https://www.scuoladvisor.it/scuole/46467/ics-ragusa-moleti,0,0,0.00,0.1,724,"[42,53,65,53,34,34,34,53,65,80,100,100]",2026-02-08,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
ice de filippo,15,15,260,25,0.00,https://www.scuoladvisor.it/scuole/45509,0,0,0.00,0,8320000,"[20,10,20,20,24,24,16,3,8,45,20,30]",2026-02-07,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
